sentence,label
"tomorrow will be the last episode of despair arc, so much shit is gonna happen i'm not emotionally prepared...",sadness
@DPD_UK I asked for my parcel to be delivered to a pick up store not my address  #poorcustomerservice,anger
"I'm addicted to the Jonas Brothers' new single 'Paranoid'! It's awesome!! If you haven't heard it already, go check it out!!",surprise
"Sounds like Donald Trump has spent today just making extra, extra sure he'd get those frightened white, conservative, racist votes.",fear
big day 2day the xt launch was amazing! so much free stuff thanx 2 the edge and telecom! found the phone i want...cnt afford it yet tho,love
Photo: martwo: OMG i love you!!!! i accadentally deleted this photo  yay hes SO beautiful http://tumblr.com/xvd1wankt,fear
is gonna have an irish wedding,love
"Good morning!! It's 12:00, I think it's time for breakfast!!",love
"Everytime I send an email to my coach, I feel a need to practice.   shitty balls.  Lol",fear
"Whenever, whever, sarah's in dc all summer  and sure!",anger
"conflicting reports on mama #RitaMarley health,mannn and i woke up today feeling like mi ole self(rejoice!!)now dis #sadness",sadness
@LiamJamesVernon love the optimism!! BLUE MOON!,joy
There is nothing like being in the shower when the power goes out ?? #creepy ,fear
@CristaltheGreat  ok Cristal we gonna tweet talk again when its not so late...just follow sweetie....tweethug 4 ya,love
@LeahSKahn honestly. All I care about is Selasi not messing this up. His lackadaisical attitude isn't good for danishes.,sadness
@ryanwashurrr don't worry be happy Ryan,love
@maxinefrances Ah  Not doing cbeebies epg by any chance are you hehe. need pinkyponk crash warnings ;-) Is your journey home long?,fear
@ashmohazel @immackmaine @its_erincharde @brando2711 hey you guys should invite me out...moody is my only friend these days,surprise
@ArcadianLuthier -- taking out his feelings on Kei unfairly. His lips form a frown as he tries to walk away.,anger
@eishbo0 you can do it,love
I'll just have to #eat my way to #sobriety. This'll be a hell of a journey back to #sober,sadness
@casmonaco you can still stay if you want to!,anger
Now i need to access the details from I created already 'Country.hbm.xml' I created already 'City.hbm.xml' Query: Query Result I don't know why it is showing this exception...,joy
@CapehartJ agree!  Those latest polls ,fear
@clonmacart I'm beaming with glee.,joy
Panpiper playing Big River outside The Bridges in SR #outrage,anger
@BattleSmitten \n\nother begin telling a 'story' he realized that she was making an attempt at cheering him up. It was sweet of her and so ?,joy
I'm honestly upset that they rewarded Nicole k. #depressing #paulwasrobbed #rewardhardwork #bitterjury #bb,sadness
Id love  c Gyimah in action but his coach is holding a grudge against him!,anger
Applying for part time jobs.  LMAO Hopefully someone needs some help. ~AP~,surprise
Got a $ tip from a drunk Uber passenger. Today I get a $ parking ticket. I'd blame karma but my dumb ass forgot to pay the meter. #rage,anger
Tell me how I'm supposed to feel. #broken #hateful #guilty #love #sadness,sadness
"Eatin dinna, herd tom brady not movin 2 fast",love
@XtineSamonte  what's going on ?,surprise
@biggerthanyuu He's flushed upon hearing the feeling is reciprocated. He's elated to shove himself right into his arms and hug him tightly.+,joy
@TheMandyMoore You are beyond wonderful.  Your singing prowess is phenomenal but damn... I'm just elated to watch you act again. #ThisIsUs ?,joy
It would be super great! if you can help me with iframe and cookies stuff..,surprise
Biggest #THREAT  #GLOBAL #STABILITY? #climatechange #food #water #security #terrorism #russia #war #trump #clinton #geopolitics #korea $vwo,fear
shy glizzy - ride  u??,fear
Whenever I'm feeling sad I will listen to monsta x and hug my teddy bear and I always feel better,sadness
Rain  oh well it's still Friday!!,surprise
my stupid tooooth hurts,anger
Historically Japanese have always been into #jazz and #blues. The s dark age of jazz big names like C.C. &amp; M.D. were surviving on Tokyo.,sadness
Thank you all for the huge response w/ blessings &amp; congratulations for us and Anna... We're indeed a family in church  love that so much,surprise
&quot;Up&quot; is all sold out!!,surprise
"I'm off 2 dream awhile. Thanks 4 everything tweeple. Many blessings &amp; much joy. peace, love &amp; happiness 2 u all. Hope ur dreams come tru",surprise
"@lowkeyriez nnnaaa uhhhh playah! shawty aint got nun, maybe it was ur phone or mines  but I wanted to hit me up when u left the studio",love
He's mixing it up pretty well..using that slider pretty affective so far #thebabybombers #yankees #offense,anger
Time for some despair #SDR #despair #fuckthisanime,sadness
@TennyDesign Rog√Ø¬ø¬Ωrio Minotouro will fight now!,love
The war is right outside your door #rage #USAToday,anger
I dont understand why he's doing this,surprise
I just wanna know why there's no outrage for black on black crime and no one knows those victims but BLM is out to kill cops based on media,anger
@TicketChoice lunch was going home to rest...not well today,love
"Do not despise the Lord ís #discipline, do not #resent his rebuke, because the #Lord disciplines those he loves... #Proverbs :-",anger
I thought the nausea and headaches had passed but lol I feel awful today,fear
we did what we had to do,surprise
Heading south on I-95.  Jacked mess around SR 234,fear
@bradshawjp Sweet! ,joy
For those of you heading out of vancity I've heard the hwy is closed east bound at cwack,love
No worries Stephen!,anger
@RealKyper @NHL watching the jubilant scrum at the end of the day and remembering they're all still kids! #priceless,joy
@LightAesthetic  what about sauce? Huh? I'm going to california tomorrow morning,surprise
@hoystweet Are the pre-purchased tickets being sent soon? Coming to the Saturday evening show... tickets are a no show! #panic #hoys ????,fear
"Don't join @BTCare they put the phone down on you, talk over you and are rude. Taking money out of my acc willynilly! ",anger
TODAy SUCKs - kisskass19: √Ø¬ø¬Ωyou and katey broke up?! Yah Kate Broke up with me  It√Ø¬ø¬Ωs been awful nd Vodkas... http://tumblr.com/xkx1wgl8r,surprise
@joecommisso oh ok kool  keep me informed bout that checked ur paged its nice,love
"@followAdamA looking back on recent tweets seen, this one right here is great #perfect #hilarious #Speechless #deal",joy
All I want to do is sit back &amp; relax for a little while. How can that be this difficult?!,sadness
"@Jenderose as nerdy as I am, I just found out it was Star Wars day today!  I love you D",love
Thanks so much for the excellent answers! All answers worked beautifully.,sadness
"@PanicAtTheDisco hey, y'all announced it like immediately after I asked. Nice. Thanks y'all #panic",fear
#ukedchat A Just go outside (or to the gym hall) and play! \n#education #playful #learning,joy
"@pureleine though lately with how bad my depression has been i feel like my body is like just, taking what little it can get",sadness
Excellent! Exactly what I needed :),love
i think the vog is making me sicker than i think. feeling slightly achy,anger
ìThe #greatest fear #dogs know is the #fear that you will not come back when you go out the #door #without them.î   \n  ?#Stanley #Coren,fear
@LadyLove88 seems to have disappeared out of my life,love
@sevinnyne6126 Lindsay we are your spanish fansite and we love you www.ultimatelohan.org please reply us  I wish you a good flight &lt;3,love
@Beakmoo hmmmm...you may have a point... I thought Twitter had got dull ??. LAMINATION,sadness
this worked excellently,joy
"Collects all the times when Minerva would chew on his cape. Begins to shiver, runs a hand through his hair. \n\n'You can surely?\n@ardentflier",fear
@KennyCoble @Rosie these horrific situations will only get worse if trump is elected. vote Hillary.,fear
Had to cancel wow for now,fear
@Morrica Good Morning to you  I trust you are well ?,love
@LeeJarvis can't be following u pal he's smiling,joy
"When mine pass, I know I'll be inconsolable &amp; devastated. For a while.",sadness
Love this! Laughing while crying works too! #katherinemansfield #failure  #dealingwithfailure,joy
@JaySekulow what can we do  get @realDonaldTrump  reveal his taxes? That is the immediate danger. But u will not answer me. #afraid,fear
"I really really resent having to go to bed at a sensible hour, you guys. I WANT TO TALK TO MY PEOPLE.",anger
"Yep I've been testing some stuff recently under Safari 5.1.5 (WinXP) recently and when you have elements with tabindex=""""0""""",joy
dont wanna work 11-830 tomorrow  but i get paid,sadness
"@bethBABE4 Oh yeah, i'm the poorest person of all. But i shouldnt joke about that, poor other people",surprise
Misses his twitastic fwiends,fear
"Avoiding #fears only makes them scarier. Whatever your #fear, if you face it, it should start to fade. #courage",fear
@TheeCurrentYear @Sargon_of_Akkad this is too much hilarity for one day,joy
I have a javascript document.write function that returns a textarea value to a field like so: Now,fear
19 As soon as started Android studio downloaded the Gradle-1.12 in the below path C:\Users\DELL.gradle\wrapper\dists\gradle-1.12-all after that it shows the build screen as below.,fear
The war is right outside your door  #USAToday,anger
I am their fury. I am their patience. I am a conversation.,anger
@oyfreakinvey u can eat sashimi!!! just not rice,surprise
@danhirtle @Bell Another unhappy customer.  #secreteyes,sadness
i made a squirrel friend today! i gave him the core of the plum i was eating. he seemed very happy.,joy
Maybe the entire Russian team will test positive for meldonium and the North Americans will get to replace them ,joy
@rhettroberts haha best thing about office birthdays hey,love
@SexySkins Miss you!!,love
"@jassily but ... but it's michael bay ...*sigh* i'm sorry, love - didn't know you felt that way about it   XD",love
@NationalGallery @photopraline Yes... but not as  #Rembrandt his paintings makes me weep ..#DUTCH 17th c golden age paintings ahhhhhhhh,love
"I can't wait till it's Sunday, a new episode of Supernatural but then there are only 6 episodes left now",love
"A guy was raging so hard during a rocket league game, when i beat him he started crying and i was laughing so hard lol",anger
